File	F3-4.dat

t(sec)	z(m)
365.25	2.275127421
365.5	2.302650357
365.75	2.374006116
366	2.472884811
366.25	2.608664628
366.5	2.779001019
366.75	2.94617737
367	3.102344546
367.25	3.192558614
367.5	3.247502548
367.75	3.25922528
368	3.216921509
368.25	3.126605505
368.5	3.009683996
368.75	2.850356779
369	2.65891947
369.25	2.465035678
369.5	2.302650357
369.75	2.132313965
370	1.992558614
370.25	1.876452599
370.5	1.82069317
370.75	1.794801223
371	1.832517839
371.25	1.888990826
371.5	2.021610601
371.75	2.15351682
372	2.305708461
372.25	2.450152905
372.5	2.574923547
372.75	2.641590214
373	2.717737003
373.25	2.756167176
373.5	2.79235474
373.75	2.836289501
374	2.865341488
374.25	2.886544343
374.5	2.955555556
374.75	3.012844037
375	3.067787971
375.25	3.121100917
375.5	3.131396534
375.75	3.111722732
376	3.063098879
376.25	2.968909276
376.5	2.839449541
376.75	2.680122324
377	2.523139653
377.25	2.360652396
377.5	2.184097859
377.75	2.038124363
378	1.94393476
378.25	1.87961264
378.5	1.841896024
378.75	1.888990826
379	1.942405708
379.25	2.03343527
379.5	2.158205912
379.75	2.297859327
380	2.427420999
380.25	2.555351682
380.5	2.683180428
380.75	2.801732926
381	2.86687054
381.25	2.97675841
381.5	3.067787971
381.75	3.139245668
382	3.163506626
382.25	3.129765545
382.5	3.085830785
382.75	3.038735984
383	2.985423038
383.25	2.933537207
383.5	2.900611621
383.75	2.85351682
384	2.818246687
384.25	2.779001019
384.5	2.73343527
384.75	2.661264016
385	2.582772681
385.25	2.50509684
385.5	2.462691131
385.75	2.433639144
386	2.389704383
386.25	2.336391437
386.5	2.244546381
386.75	2.166055046
387	2.098572885
387.25	2.042813456
387.5	2.015392457
387.75	2.031804281
388	2.093068298
388.25	2.219367992
388.5	2.396738022
388.75	2.615698267
389	2.832313965
389.25	3.02069317
389.5	3.176044852
389.75	3.270234455
390	3.315800204
390.25	3.322833843
390.5	3.288277268
390.75	3.18470948
391	3.056778797
391.25	2.899082569
391.5	2.735779817
391.75	2.592966361
392	2.488583078
392.25	2.403058104
392.5	2.343425076
392.75	2.282976555
393	2.224872579
393.25	2.170744139
393.5	2.115800204
393.75	2.068705403
394	2.060856269
394.25	2.068705403
394.5	2.101732926
394.75	2.159734964
395	2.237512742
395.25	2.330071356
395.5	2.435270133
395.75	2.53567788
396	2.629867482
396.25	2.717737003
396.5	2.803261978
396.75	2.855147808
397	2.902140673
397.25	2.926503568
397.5	2.936697248
397.75	2.928134557
398	2.909276249
398.25	2.886544343
398.5	2.85667686
398.75	2.840978593
399	2.815086646
399.25	2.798572885
399.5	2.786034659
399.75	2.771151886
400	2.742099898
400.25	2.711518858
400.5	2.678491335
400.75	2.640061162
401	2.605504587
401.25	2.581243629
401.5	2.568603466
401.75	2.570234455
402	2.568603466
402.25	2.560040775
402.5	2.541182467
402.75	2.513761468
403	2.459531091
403.25	2.404587156
403.5	2.349643221
403.75	2.296330275
404	2.278287462
404.25	2.308868502
404.5	2.39520897
404.75	2.54587156
405	2.742099898
405.25	2.917125382
405.5	3.072477064
405.75	3.197247706
406	3.257696228
406.25	3.282059123
406.5	3.27420999
406.75	3.234964322
407	3.142303772
407.25	3.048114169
407.5	2.915494393
407.75	2.780530071
408	2.63853211
408.25	2.494087666
408.5	2.372477064
408.75	2.260244648
409	2.173088685
409.25	2.114271152
409.5	2.077370031
409.75	2.078899083
410	2.080530071
410.25	2.118960245
410.5	2.200611621
410.75	2.279816514
411	2.341794088
411.25	2.409378186
411.5	2.472884811
411.75	2.541182467
412	2.599286442
412.25	2.684811417
412.5	2.775840979
412.75	2.859021407
413	2.932008155
413.25	2.98695209
413.5	3.043425076
413.75	3.053618756
414	3.066258919
414.25	3.034046891
414.5	2.965749235
414.75	2.859021407
415	2.73343527
415.25	2.599286442
415.5	2.450152905
415.75	2.317533129
416	2.198980632
416.25	2.103261978
416.5	2.031804281
416.75	2.009072375
417	1.958817533
417.25	1.914882773
417.5	1.876452599
417.75	1.866258919
418	1.887461774
418.25	1.913353721
418.5	2.009072375
418.75	2.174719674
419	2.396738022
419.25	2.646381244
419.5	2.877879715
419.75	3.059938838
420	3.192558614
420.25	3.26401631
420.5	3.253007136
420.75	3.228644241
421	3.200407747
421.25	3.151783894
421.5	3.084301733
421.75	3.004179409
422	2.913965341
422.25	2.811926606
422.5	2.706014271
422.75	2.582772681
423	2.46116208
423.25	2.357492355
423.5	2.25861366
423.75	2.214678899
424	2.185626911
424.25	2.191946993
424.5	2.209989806
424.75	2.260244648
425	2.301019368
425.25	2.337920489
425.5	2.388175331
425.75	2.44077472
426	2.516819572
426.25	2.610295617
426.5	2.70988787
426.75	2.819775739
427	2.909276249
427.25	2.975127421
427.5	3.017533129
427.75	3.048114169
428	3.05127421
428.25	3.049745158
428.5	3.037206932
428.75	3.014373089
429	2.994801223
429.25	2.955555556
429.5	2.909276249
429.75	2.857492355
430	2.79235474
430.25	2.711518858
430.5	2.640061162
430.75	2.573394495
431	2.532517839
431.25	2.518450561
431.5	2.519979613
431.75	2.53567788
432	2.560040775
432.25	2.57961264
432.5	2.58980632
432.75	2.58980632
433	2.610295617
433.25	2.626707441
433.5	2.643221203
433.75	2.649439348
434	2.657288481
434.25	2.640061162
434.5	2.636901121
434.75	2.625178389
435	2.615698267
435.25	2.612640163
435.5	2.615698267
435.75	2.610295617
436	2.596126402
436.25	2.57961264
436.5	2.565545362
436.75	2.5490316
437	2.5490316
437.25	2.556880734
437.5	2.591437309
437.75	2.641590214
438	2.701325178
438.25	2.740570846
438.5	2.789194699
438.75	2.824464832
439	2.85667686
439.25	2.86687054
439.5	2.848827727
439.75	2.806422018
440	2.757798165
440.25	2.687155963
440.5	2.611824669
440.75	2.568603466
441	2.555351682
441.25	2.558409786
441.5	2.558409786
441.75	2.567074414
442	2.57961264
442.25	2.587461774
442.5	2.59459735
442.75	2.585932722
443	2.588277268
443.25	2.573394495
443.5	2.565545362
443.75	2.558409786
444	2.553720693
444.25	2.573394495
444.5	2.611824669
444.75	2.683180428
445	2.793883792
445.25	2.938328236
445.5	3.079510703
445.75	3.166666667
446	3.212232416
446.25	3.200407747
446.5	3.113251784
446.75	2.947706422
447	2.763302752
447.25	2.556880734
447.5	2.378695209
447.75	2.213149847
448	2.085219164
448.25	2.020081549
448.5	1.995718654
448.75	2.015392457
449	2.085219164
449.25	2.182568807
449.5	2.296330275
449.75	2.41559633
450	2.544342508
450.25	2.655759429
450.5	2.751478084
450.75	2.832313965
451	2.870030581
451.25	2.900611621
451.5	2.895922528
451.75	2.886544343
452	2.85667686
452.25	2.829153925
452.5	2.801732926
452.75	2.790723751
453	2.783690112
453.25	2.777370031
453.5	2.78216106
453.75	2.789194699
454	2.78756371
454.25	2.803261978
454.5	2.804892966
454.75	2.79235474
455	2.783690112
455.25	2.760142712
455.5	2.71304791
455.75	2.667584098
456	2.605504587
456.25	2.552191641
456.5	2.492558614
456.75	2.436799185
457	2.39520897
457.25	2.367787971
457.5	2.370846075
457.75	2.398369011
458	2.432110092
458.25	2.466666667
458.5	2.485423038
458.75	2.471355759
459	2.466666667
459.25	2.450152905
459.5	2.448623853
459.75	2.46432212
460	2.524668705
460.25	2.634556575
460.5	2.783690112
460.75	2.923343527
461	3.049745158
461.25	3.128236493
461.5	3.180020387
461.75	3.176044852
462	3.142303772
462.25	3.079510703
462.5	2.975127421
462.75	2.855147808
463	2.719367992
463.25	2.59459735
463.5	2.503465851
463.75	2.439959225
464	2.39204893
464.25	2.375637105
464.5	2.352803262
464.75	2.352803262
465	2.370846075
465.25	2.374006116
465.5	2.366972477
465.75	2.365341488
466	2.344954128
466.25	2.333231397
466.5	2.31049949
466.75	2.328542304
467	2.346585117
467.25	2.398369011
467.5	2.511314985
467.75	2.684811417
468	2.86687054
468.25	3.014373089
468.5	3.107033639
468.75	3.151783894
469	3.145463812
469.25	3.102344546
469.5	3.002650357
469.75	2.877879715
470	2.746788991
470.25	2.618858308
470.5	2.538022426
470.75	2.516819572
471	2.487054027
471.25	2.448623853
471.5	2.410907238
471.75	2.367787971
472	2.301019368
472.25	2.220183486
472.5	2.133843017
472.75	2.059327217
473	2.012232416
473.25	2.023955148
473.5	2.10795107
473.75	2.25861366
474	2.453312946
474.25	2.661264016
474.5	2.839449541
474.75	2.968909276
475	3.052905199
475.25	3.079510703
475.5	3.056778797
475.75	3.009683996
476	2.932008155
476.25	2.844138634
476.5	2.742099898
476.75	2.657288481
477	2.605504587
477.25	2.582772681
477.5	2.582772681
477.75	2.605504587
478	2.649439348
478.25	2.696534149
478.5	2.742099898
478.75	2.78216106
479	2.808766565
479.25	2.816615698
479.5	2.797043833
479.75	2.775840979
480	2.738939857
480.25	2.685626911
480.5	2.615698267
480.75	2.547502548
481	2.492558614
481.25	2.433639144
481.5	2.396738022
481.75	2.388175331
482	2.367787971
482.25	2.352803262
482.5	2.336391437
482.75	2.326911315
483	2.341794088
483.25	2.389704383
483.5	2.439959225
483.75	2.511314985
484	2.588277268
484.25	2.662793068
484.5	2.728746177
484.75	2.800203874
485	2.860550459
485.25	2.899082569
485.5	2.929663609
485.75	2.936697248
486	2.930479103
486.25	2.906116208
486.5	2.863710499
486.75	2.79235474
487	2.693476045
487.25	2.574923547
487.5	2.451681957
487.75	2.337920489
488	2.257084608
488.25	2.203669725
488.5	2.209989806
488.75	2.250764526
489	2.301019368
489.25	2.362283384
489.5	2.433639144
489.75	2.495616718
490	2.570234455
490.25	2.633027523
490.5	2.683180428
490.75	2.730275229
491	2.759327217
491.25	2.761671764
491.5	2.745259939
491.75	2.717737003
492	2.690316004
492.25	2.681651376
492.5	2.678491335
492.75	2.706014271
493	2.725586137
493.25	2.756167176
493.5	2.769520897
493.75	2.766462793
494	2.753109072
494.25	2.737410805
494.5	2.714576962
494.75	2.701325178
495	2.688685015
495.25	2.670642202
495.5	2.643221203
495.75	2.59459735
496	2.553720693
496.25	2.489398573
496.5	2.428950051
496.75	2.363812436
497	2.323751274
497.25	2.315188583
497.5	2.315188583
497.75	2.363812436
498	2.436799185
498.25	2.511314985
498.5	2.596126402
498.75	2.673802243
499	2.73343527
499.25	2.769520897
499.5	2.798572885
499.75	2.813557594
500	2.804892966
500.25	2.78756371
500.5	2.760142712
500.75	2.740570846
501	2.751478084
501.25	2.784505607
501.5	2.815086646
501.75	2.850356779
502	2.842507645
502.25	2.82293578
502.5	2.764831804
502.75	2.664424057
503	2.555351682
503.25	2.453312946
503.5	2.388175331
503.75	2.339449541
504	2.352803262
504.25	2.385015291
504.5	2.439959225
504.75	2.539653415
505	2.680122324
505.25	2.848827727
505.5	2.997961264
505.75	3.116411825
506	3.204383282
506.25	3.234964322
506.5	3.201223242
506.75	3.131396534
507	3.004994903
507.25	2.824464832
507.5	2.672273191
507.75	2.550560652
508	2.468195719
508.25	2.414067278
508.5	2.388175331
508.75	2.393679918
509	2.427420999
509.25	2.46116208
509.5	2.497247706
509.75	2.526299694
510	2.542711519
510.25	2.544342508
510.5	2.542711519
510.75	2.539653415
511	2.526299694
511.25	2.519979613
511.5	2.516819572
511.75	2.526299694
512	2.541182467
512.25	2.573394495
512.5	2.622018349
512.75	2.681651376
513	2.73343527
513.25	2.771151886
513.5	2.815086646
513.75	2.857492355
514	2.881039755
514.25	2.900611621
514.5	2.935168196
514.75	2.952395515
515	2.944546381
515.25	2.910805301
515.5	2.859021407
515.75	2.779001019
516	2.687155963
516.25	2.582772681
516.5	2.476044852
516.75	2.385015291
517	2.334760449
517.25	2.32069317
517.5	2.343425076
517.75	2.386544343
518	2.44077472
518.25	2.503465851
518.5	2.578083588
518.75	2.647910296
519	2.71304791
519.25	2.777370031
519.5	2.836289501
519.75	2.874719674
520	2.862181448
520.25	2.840978593
520.5	2.780530071
520.75	2.706014271
521	2.608664628
521.25	2.519979613
521.5	2.433639144
521.75	2.367787971
522	2.34108053
522.25	2.362283384
522.5	2.406218145
522.75	2.456472987
523	2.516819572
523.25	2.573394495
523.5	2.631396534
523.75	2.678491335
524	2.716207951
524.25	2.746788991
524.5	2.757798165
524.75	2.784505607
525	2.79235474
525.25	2.829153925
525.5	2.862181448
525.75	2.909276249
526	2.943017329
526.25	2.99011213
526.5	3.008154944
526.75	3.016004077
527	2.996330275
527.25	2.943017329
527.5	2.876248726
527.75	2.760142712
528	2.636901121
528.25	2.512945973
528.5	2.398369011
528.75	2.313557594
529	2.246075433
529.25	2.211518858
529.5	2.200611621
529.75	2.200611621
530	2.220183486
530.25	2.246075433
530.5	2.312028542
530.75	2.409378186
531	2.508256881
531.25	2.633027523
531.5	2.742099898
531.75	2.824464832
532	2.865341488
532.25	2.889602446
532.5	2.868399592
532.75	2.808766565
533	2.734250765
533.25	2.655759429
533.5	2.584301733
533.75	2.544342508
534	2.527828746
534.25	2.53567788
534.5	2.516819572
534.75	2.512945973
535	2.497247706
535.25	2.468195719
535.5	2.44077472
535.75	2.439959225
536	2.466666667
536.25	2.50509684
536.5	2.560040775
536.75	2.622018349
537	2.704383282
537.25	2.769520897
537.5	2.836289501
537.75	2.884913354
538	2.909276249
538.25	2.918654434
538.5	2.889602446
538.75	2.847298675
539	2.767991845
539.25	2.681651376
539.5	2.576452599
539.75	2.468195719
540	2.365341488
540.25	2.263404689
540.5	2.184097859
540.75	2.121304791
541	2.096941896
541.25	2.111111111
541.5	2.169215087
541.75	2.260244648
542	2.378695209
542.25	2.529459735
542.5	2.676962283
542.75	2.808053007
543	2.906116208
543.25	2.947706422
543.5	2.979918451
543.75	2.982262997
544	2.964220183
544.25	2.928134557
544.5	2.874719674
544.75	2.816615698
545	2.771151886
545.25	2.724057085
545.5	2.684811417
545.75	2.651070336
546	2.611824669
546.25	2.58980632
546.5	2.563200815
546.75	2.560040775
547	2.541182467
547.25	2.532517839
547.5	2.513761468
547.75	2.488583078
548	2.468195719
548.25	2.430479103
548.5	2.403058104
548.75	2.399898063
549	2.422629969
549.25	2.466666667
549.5	2.5490316
549.75	2.651070336
550	2.764831804
550.25	2.879408767
550.5	2.980632008
550.75	3.059938838
551	3.088990826
551.25	3.096839959
551.5	3.070948012
551.75	2.993272171
552	2.90764526
552.25	2.786034659
552.5	2.640061162
552.75	2.497247706
553	2.385015291
553.25	2.31049949
553.5	2.278287462
553.75	2.257084608
554	2.25861366
554.25	2.264933741
554.5	2.278287462
554.75	2.30733945
555	2.346585117
555.25	2.375637105
555.5	2.417940877
555.75	2.465035678
556	2.51529052
556.25	2.567074414
556.5	2.618858308
556.75	2.673802243
557	2.727217125
557.25	2.810397554
557.5	2.889602446
557.75	2.955555556
558	2.988481142
558.25	3.027013252
558.5	3.03088685
558.75	3.025382263
559	2.994801223
559.25	2.959531091
559.5	2.909276249
559.75	2.834658512
560	2.767991845
560.25	2.696534149
560.5	2.634556575
560.75	2.567074414
561	2.480733945
561.25	2.385015291
561.5	2.293170234
561.75	2.209989806
562	2.135474006
562.25	2.111111111
562.5	2.114271152
562.75	2.151885831
563	2.237512742
563.25	2.404587156
563.5	2.600815494
563.75	2.786034659
564	2.933537207
564.25	3.022222222
564.5	3.045056065
564.75	3.045056065
565	2.988481142
565.25	2.900611621
565.5	2.797043833
565.75	2.707543323
566	2.623547401
566.25	2.571763507
566.5	2.530988787
566.75	2.509785933
567	2.494087666
567.25	2.494087666
567.5	2.516819572
567.75	2.537308869
568	2.570234455
568.25	2.611824669
568.5	2.661264016
568.75	2.714576962
569	2.764831804
569.25	2.811926606
569.5	2.859021407
569.75	2.889602446
570	2.89745158
570.25	2.888073394
570.5	2.859021407
570.75	2.808766565
571	2.742099898
571.25	2.685626911
571.5	2.62833843
571.75	2.565545362
572	2.503465851
572.25	2.44077472
572.5	2.380326198
572.75	2.336391437
573	2.293170234
573.25	2.297859327
573.5	2.308868502
573.75	2.331600408
574	2.369317023
574.25	2.424260958
574.5	2.477573904
574.75	2.521610601
575	2.582772681
575.25	2.62833843
575.5	2.673802243
575.75	2.725586137
576	2.783690112
576.25	2.857492355
576.5	2.929663609
576.75	2.980632008
577	3.019164118
577.25	3.034046891
577.5	3.019164118
577.75	2.965749235
578	2.902140673
578.25	2.808053007
578.5	2.660448522
578.75	2.50509684
579	2.363812436
579.25	2.235881753
579.5	2.120489297
579.75	2.062487258
580	2.071865443
580.25	2.125993884
580.5	2.193476045
580.75	2.232721713
581	2.276656473
581.25	2.319062181
581.5	2.369317023
581.75	2.432110092
582	2.509785933
582.25	2.603975535
582.5	2.684811417
582.75	2.784505607
583	2.873190622
583.25	2.944546381
583.5	2.999490316
583.75	3.023853211
584	3.03088685
584.25	3.011314985
584.5	2.964220183
584.75	2.895922528
585	2.829153925
585.25	2.771151886
585.5	2.707543323
585.75	2.636187564
586	2.561569827
586.25	2.487054027
586.5	2.398369011
586.75	2.333231397
587	2.275127421
587.25	2.243730887
587.5	2.235881753
587.75	2.255555556
588	2.32069317
588.25	2.398369011
588.5	2.479204893
588.75	2.552191641
589	2.591437309
589.25	2.644750255
589.5	2.676962283
589.75	2.716207951
590	2.731906218
590.25	2.742099898
590.5	2.746788991
590.75	2.740570846
591	2.724057085
591.25	2.704383282
591.5	2.701325178
591.75	2.70285423
592	2.711518858
592.25	2.730275229
592.5	2.763302752
592.75	2.803261978
593	2.847298675
593.25	2.877879715
593.5	2.894291539
593.75	2.894291539
594	2.877879715
594.25	2.827624873
594.5	2.764831804
594.75	2.665953109
595	2.563200815
595.25	2.471355759
595.5	2.378695209
595.75	2.304179409
596	2.246075433
596.25	2.209989806
596.5	2.184097859
596.75	2.200611621
597	2.240570846
597.25	2.325382263
597.5	2.450152905
597.75	2.600815494
598	2.757798165
598.25	2.886544343
598.5	2.967278287
598.75	2.997961264
599	2.973598369
599.25	2.924974516
599.5	2.842507645
599.75	2.756167176
600	2.685626911
600.25	2.636187564
600.5	2.618858308
600.75	2.614169215
601	2.622018349
601.25	2.612640163
601.5	2.599286442
601.75	2.57961264
602	2.558409786
602.25	2.5490316
602.5	2.563914373
602.75	2.596126402
603	2.641590214
603.25	2.678491335
603.5	2.709174312
603.75	2.704383282
604	2.693476045
604.25	2.678491335
604.5	2.680122324
604.75	2.688685015
605	2.735779817
605.25	2.784505607
605.5	2.832313965
605.75	2.865341488
606	2.86687054
606.25	2.829153925
606.5	2.764831804
606.75	2.670642202
607	2.560040775
607.25	2.436799185
607.5	2.30733945
607.75	2.195107034
608	2.10479103
608.25	2.030275229
608.5	1.991029562
608.75	1.995718654
609	2.054638124
609.25	2.184097859
609.5	2.343425076
609.75	2.539653415
610	2.763302752
610.25	2.972069317
610.5	3.128236493
610.75	3.213761468
611	3.253007136
611.25	3.204383282
611.5	3.128236493
611.75	3.004994903
612	2.85351682
612.25	2.688685015
612.5	2.542711519
612.75	2.443832824
613	2.385015291
613.25	2.352803262
613.5	2.346585117
613.75	2.341794088
614	2.341794088
614.25	2.331600408
614.5	2.313557594
614.75	2.313557594
615	2.312028542
615.25	2.354434251
615.5	2.41243629
615.75	2.487054027
616	2.541182467
616.25	2.607135576
616.5	2.65891947
616.75	2.714576962
617	2.78216106
617.25	2.865341488
617.5	2.938328236
617.75	3.016004077
618	3.06146789
618.25	3.090519878
618.5	3.084301733
618.75	3.055249745
619	3.001121305
619.25	2.924974516
619.5	2.803261978
619.75	2.680122324
620	2.538022426
620.25	2.41559633
620.5	2.315188583
620.75	2.268807339
621	2.249235474
621.25	2.290825688
621.5	2.360652396
621.75	2.436799185
622	2.529459735
622.25	2.620489297
622.5	2.698165138
622.75	2.769520897
623	2.826095821
623.25	2.877879715
623.5	2.913965341
623.75	2.94617737
624	2.938328236
624.25	2.921814475
624.5	2.895922528
624.75	2.851987768
625	2.811926606
625.25	2.775840979
625.5	2.746788991
625.75	2.717737003
626	2.688685015
626.25	2.661264016
626.5	2.614169215
626.75	2.565545362
627	2.509785933
627.25	2.456472987
627.5	2.421100917
627.75	2.41559633
628	2.439959225
628.25	2.488583078
628.5	2.547502548
628.75	2.617329256
629	2.684811417
629.25	2.738939857
629.5	2.775840979
629.75	2.783690112
630	2.779001019
630.25	2.751478084
630.5	2.707543323
630.75	2.652599388
631	2.58980632
631.25	2.519979613
631.5	2.466666667
631.75	2.414067278
632	2.383486239
632.25	2.377166157
632.5	2.389704383
632.75	2.456472987
633	2.521610601
633.25	2.600815494
633.5	2.693476045
633.75	2.759327217
634	2.815086646
634.25	2.836289501
634.5	2.844138634
634.75	2.827624873
635	2.795412844
635.25	2.754638124
635.5	2.707543323
635.75	2.687155963
636	2.661264016
636.25	2.636901121
636.5	2.612640163
636.75	2.59459735
637	2.588277268
637.25	2.573394495
637.5	2.578083588
637.75	2.563200815
638	2.550560652
638.25	2.513761468
638.5	2.468195719
638.75	2.403058104
639	2.326911315
639.25	2.244546381
639.5	2.198980632
639.75	2.144852192
640	2.140163099
640.25	2.170744139
640.5	2.247706422
640.75	2.388175331
641	2.552191641
641.25	2.763302752
641.5	2.936697248
641.75	3.070948012
642	3.131396534
642.25	3.15412844
642.5	3.085830785
642.75	2.996330275
643	2.850356779
643.25	2.661264016
643.5	2.454841998
643.75	2.27196738
644	2.137003058
644.25	2.06401631
644.5	2.070336391
644.75	2.129153925
645	2.235881753
645.25	2.334760449
645.5	2.446992864
645.75	2.558409786
646	2.633027523
646.25	2.676962283
646.5	2.684811417
646.75	2.680122324
647	2.657288481
647.25	2.626707441
647.5	2.611824669
647.75	2.610295617
648	2.618858308
648.25	2.615698267
648.5	2.617329256
648.75	2.617329256
649	2.620489297
649.25	2.629867482
649.5	2.634556575
649.75	2.670642202
650	2.725586137
650.25	2.819775739
650.5	2.923343527
650.75	3.017533129
651	3.081141692
651.25	3.10540265
651.5	3.1
651.75	3.040265036
652	2.94617737
652.25	2.815086646
652.5	2.661264016
652.75	2.516819572
653	2.383486239
653.25	2.279816514
653.5	2.22803262
653.75	2.195107034
654	2.209989806
654.25	2.246075433
654.5	2.296330275
654.75	2.363812436
655	2.450152905
655.25	2.558409786
655.5	2.649439348
655.75	2.74362895
656	2.808766565
656.25	2.847298675
656.5	2.859021407
656.75	2.844138634
657	2.806422018
657.25	2.771151886
657.5	2.746788991
657.75	2.731906218
658	2.737410805
658.25	2.745259939
658.5	2.766462793
658.75	2.772680938
659	2.795412844
659.25	2.804892966
659.5	2.813557594
659.75	2.795412844
660	2.769520897
660.25	2.738939857
660.5	2.693476045
660.75	2.631396534
661	2.556880734
661.25	2.477573904
661.5	2.401529052
661.75	2.333231397
662	2.319062181
662.25	2.337920489
662.5	2.428950051
662.75	2.547502548
663	2.672273191
663.25	2.783690112
663.5	2.888073394
663.75	2.959531091
664	2.99011213
664.25	3.011314985
664.5	2.97675841
664.75	2.899082569
665	2.784505607
665.25	2.636187564
665.5	2.490927625
665.75	2.359123344
666	2.252395515
666.25	2.184097859
666.5	2.13853211
666.75	2.130682977
667	2.159734964
667.25	2.216309888
667.5	2.286136595
667.75	2.383486239
668	2.497247706
668.25	2.626707441
668.5	2.761671764
668.75	2.891233435
669	2.972069317
669.25	3.004179409
669.5	2.999490316
669.75	2.954026504
670	2.888073394
670.25	2.797043833
670.5	2.696534149
670.75	2.596126402
671	2.521610601
671.25	2.485423038
671.5	2.490927625
671.75	2.530988787
672	2.582772681
672.25	2.629867482
672.5	2.662793068
672.75	2.673802243
673	2.660448522
673.25	2.603975535
673.5	2.544342508
673.75	2.506625892
674	2.495616718
674.25	2.487054027
674.5	2.523139653
674.75	2.563200815
675	2.626707441
675.25	2.701325178
675.5	2.784505607
675.75	2.876248726
676	2.954026504
676.25	3.014373089
676.5	3.058409786
676.75	3.070948012
677	3.052905199
677.25	2.997961264
677.5	2.924974516
677.75	2.839449541
678	2.738939857
678.25	2.636187564
678.5	2.518450561
678.75	2.421100917
679	2.341794088
679.25	2.299490316
679.5	2.304179409
679.75	2.322222222
680	2.362283384
680.25	2.409378186
680.5	2.462691131
680.75	2.495616718
681	2.541182467
681.25	2.555351682
681.5	2.574923547
681.75	2.584301733
682	2.588277268
682.25	2.597655454
682.5	2.607135576
682.75	2.62833843
683	2.655759429
683.25	2.696534149
683.5	2.734250765
683.75	2.769520897
684	2.78756371
684.25	2.78216106
684.5	2.761671764
684.75	2.734250765
685	2.707543323
685.25	2.688685015
685.5	2.681651376
685.75	2.695005097
686	2.709174312
686.25	2.698165138
686.5	2.681651376
686.75	2.640061162
687	2.584301733
687.25	2.50509684
687.5	2.41559633
687.75	2.312028542
688	2.237512742
688.25	2.170744139
688.5	2.124464832
688.75	2.120489297
689	2.162895005
689.25	2.246075433
689.5	2.367787971
689.75	2.513761468
690	2.672273191
690.25	2.82293578
690.5	2.949235474
690.75	3.041896024
691	3.108562691
691.25	3.136085627
691.5	3.139245668
691.75	3.107033639
692	3.053618756
692.25	2.98695209
692.5	2.920285423
692.75	2.837818552
693	2.763302752
693.25	2.676962283
693.5	2.584301733
693.75	2.495616718
694	2.407747197
694.25	2.322222222
694.5	2.244546381
694.75	2.195107034
695	2.161365953
695.25	2.132313965
695.5	2.150356779
695.75	2.161365953
696	2.203669725
696.25	2.282976555
696.5	2.362283384
696.75	2.485423038
697	2.62833843
697.25	2.790723751
697.5	2.930479103
697.75	3.028542304
698	3.046585117
698.25	3.022222222
698.5	2.980632008
698.75	2.894291539
699	2.774311927
699.25	2.654230377
699.5	2.544342508
699.75	2.450152905
700	2.39204893
700.25	2.357492355
700.5	2.339449541
700.75	2.323751274
701	2.32069317
701.25	2.35127421
701.5	2.41243629
701.75	2.469724771
702	2.509785933
702.25	2.53567788
702.5	2.54587156
702.75	2.518450561
703	2.462691131
703.25	2.414067278
703.5	2.39520897
703.75	2.393679918
704	2.424260958
704.25	2.485423038
704.5	2.574923547
704.75	2.675433231
705	2.763302752
705.25	2.83312946
705.5	2.892762487
705.75	2.920285423
706	2.928134557
706.25	2.91243629
706.5	2.871559633
706.75	2.801732926
707	2.727217125
707.25	2.640061162
707.5	2.581243629
707.75	2.523139653
708	2.497247706
708.25	2.495616718
708.5	2.512945973
708.75	2.553720693
709	2.591437309
709.25	2.597655454
709.5	2.618858308
709.75	2.612640163
710	2.600815494
710.25	2.565545362
710.5	2.539653415
710.75	2.53567788
711	2.552191641
711.25	2.591437309
711.5	2.664424057
711.75	2.749949032
712	2.808766565
712.25	2.85667686
712.5	2.881753313
712.75	2.886544343
713	2.862181448
713.25	2.818246687
713.5	2.761671764
713.75	2.685626911
714	2.623547401
714.25	2.565545362
714.5	2.529459735
714.75	2.490927625
715	2.485423038
715.25	2.46116208
715.5	2.458002039
715.75	2.439959225
716	2.414067278
716.25	2.391335372
716.5	2.38185525
716.75	2.393679918
717	2.410907238
717.25	2.46116208
717.5	2.541182467
717.75	2.63853211
718	2.74841998
718.25	2.842507645
718.5	2.924974516
718.75	2.985423038
719	3.034046891
719.25	3.052905199
719.5	3.03088685
719.75	2.997961264
720	2.938328236
720.25	2.844138634
720.5	2.727217125
720.75	2.597655454
721	2.454841998
721.25	2.339449541
721.5	2.237512742
721.75	2.174719674
722	2.176248726
722.25	2.211518858
722.5	2.284505607
722.75	2.372477064
723	2.476044852
723.25	2.558409786
723.5	2.626707441
723.75	2.673802243
724	2.685626911
724.25	2.687155963
724.5	2.65891947
724.75	2.643221203
725	2.647910296
725.25	2.683180428
725.5	2.728746177
725.75	2.774311927
726	2.827624873
726.25	2.85351682
726.5	2.850356779
726.75	2.836289501
727	2.78216106
727.25	2.720897044
727.5	2.644750255
727.75	2.571763507
728	2.509785933
728.25	2.46116208
728.5	2.428950051
728.75	2.383486239
729	2.330071356
729.25	2.294801223
729.5	2.237512742
729.75	2.176248726
730	2.14332314
730.25	2.164525994
730.5	2.239041794
730.75	2.348114169
731	2.471355759
731.25	2.62833843
731.5	2.760142712
731.75	2.886544343
732	2.97675841
732.25	3.037206932
732.5	3.052905199
732.75	3.05127421
